DATE,y,c
1984-07-01,3.83757247239487,2.95550933245892
1984-10-01,3.26969168765672,5.14809383498971
1985-01-01,3.85725892645894,6.7386731711423
1985-04-01,3.50648002994447,3.65552806672866
1985-07-01,6.06290414953108,7.52671274427996
1985-10-01,2.96279673147666,0.865435154337035
1986-01-01,3.71766062144516,3.48167943470514
1986-04-01,1.79714221803025,4.33471428468266
1986-07-01,3.80848378140115,7.01182914477556
1986-10-01,2.13983766684649,2.44139584047218
1987-01-01,2.95642719741664,0.378038400708647
1987-04-01,4.28962700829842,5.41747784700135
1987-07-01,3.4537585332302,4.53679855932734
1987-10-01,6.80953493302283,0.844904122511991
1988-01-01,2.06220515230129,7.00587244511581
1988-04-01,5.22189507020983,2.9433004317994
1988-07-01,2.33703808191024,3.53915718612114
1988-10-01,5.29462774961402,4.52244861232458
1989-01-01,4.04505757048454,1.85113193663966
1989-04-01,3.0408111201389,1.86248710170531
1989-07-01,2.95202260683567,3.85365949729106
1989-10-01,0.787149208384363,1.73467730899546
1990-01-01,4.34781298483671,3.35232667843286
1990-04-01,1.44925153473565,1.21666915437686
1990-07-01,0.266238094246773,1.58154344027253
1990-10-01,-3.65829625922842,-3.05463351136552
1991-01-01,-1.87615565940291,-1.506973497861
1991-04-01,3.10666075762498,3.30136076401573
1991-07-01,2.01634414136223,1.98937138324737
1991-10-01,1.39175533924316,-0.200189760236924
1992-01-01,4.76056736857018,7.42011998479484
1992-04-01,4.31386743708444,2.7061530153901
1992-07-01,3.93304119949818,4.26485368813871
1992-10-01,4.14982148932594,4.73932656755949
1993-01-01,0.667218104824485,1.53066004237274
1993-04-01,2.32193150936979,3.62194524401076
1993-07-01,1.90408018990453,4.4271026135803
1993-10-01,5.40392920803043,3.49599558042684
1994-01-01,3.86274081303526,4.5491298468292
1994-04-01,5.38432863013441,3.1001801916176
1994-07-01,2.33152995976269,3.03839007230238
1994-10-01,4.55623274671524,4.30132803838887
1995-01-01,1.41661058432518,0.994343466069836
1995-04-01,1.19151498603571,3.49138243725662
1995-07-01,3.38850890428262,3.60863379642211
1995-10-01,2.70714669877208,2.78054749669252
1996-01-01,2.98503469240003,3.67219998513804
1996-04-01,6.61674672356298,4.28014766434615
1996-07-01,3.57213717308511,2.41432609183221
1996-10-01,4.13206201974745,3.17345315842772
1997-01-01,2.57347653523041,4.19430656319264
1997-04-01,6.60602040106966,1.79670940257353
1997-07-01,4.96335452775156,6.75760726328747
1997-10-01,3.4009420197485,4.75248698660806
1998-01-01,3.99499595454031,4.02578376509837
1998-04-01,3.68571859276869,6.98239109150762
1998-07-01,5.00432603077456,5.18245914600044
1998-10-01,6.3855449962098,5.73740798763964
1999-01-01,3.74019405097883,4.08738289047932
1999-04-01,3.32511273982803,6.07918487560397
1999-07-01,5.26868131431257,4.47176030887277
1999-10-01,6.50941426842664,5.80846736278744
2000-01-01,1.44854760322062,6.00295381532305
2000-04-01,7.21960413799181,3.71768753875159
2000-07-01,0.407522681486938,3.81409216830804
2000-10-01,2.3810543139561,3.47960072099482
2001-01-01,-1.31334897965729,1.44812104539227
2001-04-01,2.49024396590869,0.802775295821334
2001-07-01,-1.6057756167271,1.38950625983512
2001-10-01,1.09759452094309,6.40253009409548
2002-01-01,3.33152222755828,0.889577990254509
2002-04-01,2.443348677388,2.01820670922928
2002-07-01,1.6227496189515,2.78955268520491
2002-10-01,0.494114897589526,2.21864953751094
2003-01-01,2.10104030634,1.96541788728837
2003-04-01,3.52689218114719,4.55390695567957
2003-07-01,6.5980810343774,5.61633836935442
2003-10-01,4.61614681896094,2.74437349628727
2004-01-01,2.26020809556076,3.71220026995474
2004-04-01,3.08785996757663,2.17665142589709
2004-07-01,3.77649195406846,4.67108970839831
2004-10-01,4.06015652845326,4.49903019670472
2005-01-01,4.41302021169463,2.53362276269371
2005-04-01,1.96566012344945,4.4084046771161
2005-07-01,3.12303268045255,3.30507584096722
2005-10-01,2.21591694883045,0.73660904342745
2006-01-01,5.3456553790852,4.33821347118482
2006-04-01,1.03367429955981,2.06843164568937
2006-07-01,0.599374416032106,2.56046116109445
2006-10-01,3.42311022616641,3.7975528902507
2007-01-01,1.20153624685244,2.45948253608788
2007-04-01,2.43959316587237,1.04825959199246
2007-07-01,2.29749244372286,2.65951360381109
2007-10-01,2.50508620487793,1.57319907361853
2008-01-01,-1.71071023601286,-0.548843357762507
2008-04-01,2.37465037252633,1.1007416669031
2008-07-01,-2.1065695211135,-3.09485056406515
2008-10-01,-8.85336509579417,-3.6160747543903
2009-01-01,-4.5654525439609,-1.01706414336604
2009-04-01,-0.715242887051204,-1.97120015722874
2009-07-01,1.40230861885584,2.68090893686974
2009-10-01,4.30045415169786,-0.440915443014944
2010-01-01,1.9333240882716,2.31147378423344
2010-04-01,3.85173992904342,3.57106984305489
2010-07-01,3.07250908200132,2.84367031851644
2010-10-01,2.09494545778028,2.44418538625553
2011-01-01,-0.949946694419879,1.52509360155477
2011-04-01,2.69721498746662,0.411369731298805
2011-07-01,-0.0892609023139812,1.21546491649696
2011-10-01,4.46715872458583,0.689462394923623
2012-01-01,3.34037672751606,2.8747296379251
2012-04-01,1.78136650652903,0.701898739188778
2012-07-01,0.575697505944817,0.810337392327654
2012-10-01,0.462294966300192,1.59092489468691
2013-01-01,3.92690370620628,2.59232975767389
2013-04-01,1.06911530605487,1.14149034790074
2013-07-01,3.39115862099888,1.62292325255464
2013-10-01,3.47185609530527,3.50733302971094
2014-01-01,-1.38277125986406,1.4364943534602
2014-04-01,5.13427609165973,3.82404209581324
2014-07-01,4.83225933031264,3.93414214773173
2014-10-01,2.01783440617334,4.5830256833213
2015-01-01,3.58581915076996,3.05736032122041
2015-04-01,2.46997863301459,2.74367809251572
2015-07-01,1.59778484627608,2.80649661358439
2015-10-01,0.737236690842025,1.62361039330676
2016-01-01,2.3113866073885,3.00847733150391
2016-04-01,1.28243826506917,1.97920422523481
2016-07-01,2.82754367644173,2.77284760567369
2016-10-01,2.21107411448429,2.05724718802145
2017-01-01,1.94283493241443,3.0636899531828
2017-04-01,2.23324440519121,1.97885526800263
2017-07-01,3.14172610273928,2.70190026465258
2017-10-01,4.48297110775755,4.34777081675577
2018-01-01,3.24047781966783,2.88598188738547
2018-04-01,2.11768492150739,2.13595982833112
2018-07-01,2.48704193009033,1.83930230578397
2018-10-01,0.566175993273532,1.24772789187659
2019-01-01,2.48950916290696,0.466220124079086
2019-04-01,3.32671117315826,3.19272895741989
2019-07-01,4.65284103236385,4.04734782729435
2019-10-01,2.71825438722146,2.56517613966309
2020-01-01,-5.30024788318642,-6.62715331162929
